business_id,name,city,state,stars,text,date,sentiment,sentiment_score
tP8wd-9CrI_RkHK424oifQ,Panera Bread,Tucson,AZ,3,"For me, I would take panoramic over other coffee chains. They have more to offerr; bakery, full menu AND great bottomless coffee. A good place to slow down and read a paper or chat while slowly sipping coffee (who has time to do that anymore?!?). Well, panera begs you to make time. The food isn't newsworthy (omelets, sandwiches and such), but it has enough diversity to please everyone from mr. Healthy egg white spinach to mr. Loaded baglewhich. The bakery items are seriously good stuff though (I have to put blinders on when I'm being all health conscious)",2013-08-04,POSITIVE,0.9960477948188782
ajfBGoRGUzhD0fTXLENcrw,Asahi Sushi & Asian Grill,Belle Chasse,LA,3,"kinda boring sushi, and a little pricey. I wish we had went to the Pizzeria next door instead...",2013-09-07,NEGATIVE,0.999609649181366
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,Indianapolis,IN,5,Loved this place! Atmosphere was wonderful! Food was delicious! Loved the garden outside!,2015-07-04,POSITIVE,0.9998899698257446
6h98Tb1tE6hcrS-Ho_MKLw,Darrell and Sharon's Park Street Diner,Saint Petersburg,FL,5,"Talk about a hidden Gem! This place looks like nothing worth stopping for - but you couldn't be judging a book by its cover any more. The food is extremely fresh, the service was diner-rific, and the price just can't be beat. I honestly think I've found a new favorite weekend spot. They are only open for breakfast and lunch, but do serve the whole menue the entire time. Pour yourself a cup, pull up a chair, and dig in!",2014-01-17,POSITIVE,0.9983470439910889
NMtUD873aWrNjljt3VOcFA,Juniper Commons,Philadelphia,PA,5,Love this place!  Stopped in for a drink and a snack on Valentine's Day.  The staff was friendly and accommodating.  We sat at the bar and chatted with the bartender a bit.  Loved the decor and the fact they only show 80s movies on their TV.  We had beef fat fries - life changing - so good! Overall great experience!,2015-02-16,POSITIVE,0.9998278617858887
mtHxMNtlbDIkgH6IfzBgMg,Cold Stone Creamery,Greenwood,IN,5,If u want a some deal use the coupon out of the discovery Indy coupon. U only save a dollar not with it. It was more before the change.  It has a great smell when u walk in.,2012-12-04,NEGATIVE,0.626688539981842
nRKndeZLQ3eDL10UMwS2rQ,Ted Drewes,Saint Louis,MO,5,never gets old. i get the chocolate malt with light on the chocolate. best ice cream custard thing i have ever had in my life.,2018-09-14,POSITIVE,0.9997203946113586
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,Philadelphia,PA,4,"Came here to grab a drink with the girlies. There were easily available seats at the bar. I asked the waitress to recommend me a spicy whiskey and she brought out a more-than-your-average shot of liquor on ice. I loved it. It went down well and I'll be coming to this bar when I visit Philly again.

Excellent service!",2013-09-04,POSITIVE,0.9998224377632141
WWnRdTjwaTnsLSJX95j-Zw,Hablo Taco,Tampa,FL,2,"Service is slow, salsa is yummy, and happy hour specials are just drinks.  No free chips & salsa or discounted food. :(",2015-06-26,NEGATIVE,0.9960712194442749
2cF80ccNAPwhhHtht543Kw,Harold's Soul Food & Chicken,Indianapolis,IN,5,"My God, why isn't there a line running outside the door to get into this place?  The food and sides are soooo good!  I love catfish, and Harold's fried catfish is without a doubt right up there with the best Catfish I've ever ate anywhere in the U.S. including the Deep South.  The mac and cheese is simply delicious.  Silky smooth with oven browned cheese goodness mixed in just like a good mac and cheese should be.  I only wish I could have got some collared greens as a side, but they were out of them and the green beans were seasoned great so I wasn't completely left out in the cold.  I'm certainly going to work my way through the rest of the side dishes in upcoming visits.  Good, honest, scratch cooking done right!",2016-01-18,POSITIVE,0.9997581839561462
pqe1pCQx--uybdm6EQ8AqQ,Elevation Burger,Wynnewood,PA,4,"When it comes to burgers, I don't so much care about grass-fed this or organic that. I really just care about the things that matter: Is it juicy? Is it tasty? Is it thick enough to hold up to a bun? And how are the fries?

At Elevation Burger, the answers are yes, yes, yes, and awesome!

I usually get the cheeseburger with mayo, tomato, and lettuce. The burger is thick and fits the bun well, unlike places like In-n-Out on the west coast where the bun gets a little lost and has a slightly sweet taste. Elevation burgers are as good as Five Guys burgers, and I think the fries are better too, since I love the thinner cut and the inclusion of many crispy ""skin fries,"" which is what I call those little french fries that came from the edge of the potato, where they are more skin and less potato.

If someone would make just ""skin fries,"" I'd buy 'em!",2011-09-28,POSITIVE,0.9984939098358154
Jx8vvRXwfCjkiaofXuNe8g,Wendy's,Tucson,AZ,1,"I ordered the grilled chicken sandwich meal, at a cost of $10. The service was very slow.  The tiny piece of chicken was very dry, the bun not good. 
Don't order the grilled chicken!",2018-04-05,NEGATIVE,0.9997941851615906
Derr7dcpu_BRwl8OwGQtyg,Pizza Wings Steaks,Philadelphia,PA,5,"There's a lot of pizza around Drexel so I thought this place would be just like the others...it's not!  A friend convinced me to check it out and when I saw their 2 slices and a bottled soda for $5 I was drawn inside.  I had the Big Daddy Bacon, BBQ, Ranch pizza and it was one of the best pizzas I've had (and I've had a lot).  Today, I just went back to get some more and they were in the process of cooking the pizza I wanted so they took my name and number and said they'd call me when it was ready since I work close enough they're even going to bring it to me!  Service at it's FINEST!",2013-07-15,POSITIVE,0.9928983449935913
G0xz3kyRhRi6oZl7KfR0pA,Esporta Fitness,East Norriton,PA,5,"This is definitely my favorite one so far out of all the LA Fitness locations I've been to....friendly helpful staff, equipment is always where it belongs, always paper towels and soap.",2013-03-20,POSITIVE,0.9991409778594971
tHq2BHHqam5eiOQkFpFcBA,3am Liquor,Palm Harbor,FL,1,Just walked in and the clerk was on the phone the whole time we were inside bitching and continuously using profanity. As we were walking out we were asked rudely if we needed help like we were an inconvenience to him. Won't be stopping in here anytime soon.,2016-07-06,NEGATIVE,0.9986944794654846
I8eSWVzc_y9ORuKWgl07Tw,European Wax Center,Philadelphia,PA,5,"I love this chain! It's clean, quick, & inexpensive. Their special wax is way better than the regular kind. Highly recommend it.",2016-03-07,POSITIVE,0.9998611211776733
f4vbnGoGo3eWorVekctVGQ,Refuel Cafe,New Orleans,LA,4,"Great omelets and Cuban sandwich. Fresh fruit and delicious coffee. They made my omelet with egg whites with no questions asked.  The atmosphere is crowded and hectic so if u are looking for a relaxing weekend breakfast/brunch this is not the place to go but if can handle the craziness,  the food is definitely worth it. Even though there is no waitstaff, the staff behind the counter and the bus boys were very nice, quick and attentive.",2013-02-27,POSITIVE,0.9998171925544739
oaboaRBUgGjbo2kfUIKDLQ,Mike's Ice Cream,Nashville,TN,1,"The server had cut her arm and had blood running down it and was serving ice cream. I saw that she had gotten blood on the ice in the case. While the ice crewman was creamy, the sanitary conditions I observed were abhorrent.",2017-05-29,NEGATIVE,0.9944451451301575
Kc14afuSa5Epecu8HDYFuA,Audi Fort Washington,Fort Washington,PA,5,I bought a new A4 last week and had a excellent experience with this Willow Grove. Jeff Rosen was my salesperson and he attentive to all my needs. He was very knowledgeable and spent a lot of time going over the advanced technology features when I picked up my car.,2013-06-26,POSITIVE,0.9995555281639099
M0Cb0ufPxOSHSrZAKMmUmg,Caposey's Whole Works,New Port Richey,FL,5,"I give them a 5 because I DON'T KNOW HOW THEY COULD GET ANY BETTER.   Everything about the food was homemade.  I don't know for sure, but I think they must cook with butter because everything tastes that good.  The biscuits were fluffy, as were the pancakes.  I had an omelette that was stuffed full of the ingredients I ordered.   I have it on good authority that the eggs Benedict and grits are great.  Oh my God -  they will deep fry the home fries, a decedant choice, and they also have hash browns, biscuits and gravy, corned beef hash, well - an extensive breakfast menu.

What makes this restaurant stand out?  This is a southern breakfast place.  Beside the menu choices (it ain't Denny's folks and thank the heavens for that), the staff is so friendly.   I mean really friendly, not just ""if I'm nice maybe my tip will be bigger"" friendly.  The inside seating was a bit stuffy for my taste,  although almost every table was full, but they have an outside area that is nicely-fenced off and covered.  AND, even though they were busy and we were seated outside, we were not forgotten by the wait staff.  The service was prompt but not pushy.  The outside area is dog friendly too.

This is one of my new Sunday breakfast places!  Whoo hoo!",2014-05-26,POSITIVE,0.9985154271125793
AYSZCdB7oUiKMaOy0yud6g,So Good Jewelry,Santa Barbara,CA,5,"Who can walk past this jewelry haven and not peek inside? It's a long corridor of shiny accessories--everything from headbands to rings to long and short necklaces. It was my incredibly luck that everything in the store was 50% off. The sale is what pushed me over to the 5 star rating. One staff member explained that they do this once per season to clear out their old merchandise and make room for new. 

I spent a good, solid 30 minutes here just browsing and eyeing different accessories. I walked away with 1 ring, 2 earrings and 2 bracelets all for $13. It has ""trend"" written all over it. You won't be able to find many classic styles of jewelry here. For instance, they had a whole section of bib-style necklaces, both shiny and neutral. It's organized by color, which makes shopping for a specific outfit incredibly easy.",2012-04-02,NEGATIVE,0.9961001873016357
aqWE8jXPqIQ5Tt80gNmuSA,Taqueria Chazumba,Clearwater,FL,4,"Have been to this place many times and love the tacos and the Huarache here.  The prices are great as well.  As others have mentioned, the interior is pretty barebones but the owner is always very friendly and will always chat with you and get to know you if he isn't busy.  IMO a good place to get a taste of some authentic mexican food in Dunedin.",2013-05-29,POSITIVE,0.9997889399528503
Yll7kUVI7j0gArBMQKpEaQ,High Brow Coffee + Tea,Franklin,TN,4,"This place is adorable. The decor is ""rustic modern"" and incredibly cozy. There's a nice outdoor seating area. The bathrooms are clean. I got a Yerba Mate green tea and my hubby got a cappuccino. Both were delightful. We will definitely be back.",2017-09-10,POSITIVE,0.9998648166656494
ajfBGoRGUzhD0fTXLENcrw,Asahi Sushi & Asian Grill,Belle Chasse,LA,5,"My husband and I love this place! I think they had just opened when we got stationed here, and this was the first restaurant we went to, on our first night here before we had the kitchen unpacked. We love it! Their selection of sushi is expansive without being overwheming, and they have a good selection of Japanese dishes for those not fond of sushi. The first night we went I had the udon soup which was as delicious as it was massive, I took half of it home for the next day's lunch! My husband had the beef teriyaki bento box, and it was very good, as was the clear soup and salad it came with. I can't remember everything else we had, as that was a few months ago, but we sampled quite a bit of the various sushi offerings and they were all delicious! I love flying fish roe, and theirs was extremely fresh and fabulous! We also had a raw tuna salad that was absolutely amazing! Our waitress was very sweet and brought out a fork and training chopsticks for our 3 year old. 

We went again last night for my birthday dinner and, again, everything was fabulous! We started out with the gyoza, which was perfectly crisp on the bottom and tender throughout, and the dipping sauce was wonderful, I made sure to save it for my sashimi. I had the Chirasi bento box meal, with two to three pieces each of 7 different sashimi pieces, including octopus (This was a first for me, I love it!), salmon, tuna, and crab stick with seasoned rice topped with roe. I am not honestly certain what the other two were, they were white fleshed fish, I think one may have been swordfish. I'm not good at guessing unless they have a distinct appearance. The presentation was gorgeous with some of the fish rolled into rose shapes. Lovely. The dippind sauce from the goyoza was fab on the white fish, too! We also ordered the shrimp and avocado rolls, which were delish, and my husband had the beef teriyaki again, which was just as great as before! We both had the miso soup this time and it was very good! I wanted to get some red bean ice cream, as that is a favorite of mine, but our son was getting antsy, so we headed home. 

I must also add that they offer a military discount, which is always appreciated! We would definitely be here more often if we ate out of the house more (I just love to cook!), and will definitely keep coming back! My only complaint is that they don't carry Orion beer, which is one my husband drank a lot of while stationed in Japan, and he says is also very popular there. I also wish I didn't have to ask for a fork, as I am slightly chop stick handicapped, and it's a rather embarassing thing to have to ask for, so I wish they would be offered at the table along with the chopsticks. However, that is quickly remedied by asking for a fork for my son, hiding it, pretending it fell on the ground, and asking for another! ;)",2012-03-04,POSITIVE,0.9997497200965881
AzseSGgDC6bVtMPEYo1CNQ,Creole Creamery,New Orleans,LA,5,"fast and friendly service.

for the indecisive (read: me), there's a nifty little mini four scoop sampler option for $4. win.

there's a old-fashioned feeling when you walk in, and it's quite spacious. at 10PM on a friday night, it was hoppin'. they have the regular flavors, but that's not why i ventured all the way there. it's all about the specialty flavors!

my mini four scoop sampler was:: steen's molasses oatmeal cookie, brown butter pecan, red velvet, and lavender honey. everything was so rich and creamy, and i wasn't disappointed. i was apprehensive about the lavender honey, but it ended up being my favorite. i'm not the biggest red velvet lover, either, but the ice cream made me a believer. the molasses oatmeal cookie really tasted like a cookie in ice cream form, and i'm a little sad to report that the brown butter pecan was just okay--not disappointing, but not unique, either.

i also had the pleasure of trying the skyscraper: cookies and cream, chocolate, and vanilla ice cream layered with caramel, hot fudge, and crushed oreo cookies. served with whipped cream and a cherry on top. its name comes from the fact that it's creole creamery's tallest creation..and, i'd argue, probably one of the most delicious.",2010-03-21,POSITIVE,0.9995508790016174
bbEXAEFr4RYHLlZ-HFssTA,The Original Habit Burger Grill,Goleta,CA,5,"The original ""Habit"".  The best damn burger I've ever had...I dare anyone to challenge this statement.  The only reason I try to make my commute pass through Santa Barbara...",2006-02-02,POSITIVE,0.9718918204307556
ywXa1pDqHPe9tOPx0yJFUg,Otaco,Goleta,CA,1,"Ordered the papas ""bowl""--potatoes are the only vegetarian option--and received a box with an inch of white rice on the bottom, topped with a handful of shredded iceberg lettuce, a tablespoon of chopped tomatoes, a tablespoon of corn, and about a half cup of seasoned potato cubes. For $7.50. Ridiculously overpriced for the quality of ingredients, flavorless without heaps of ""'not avacado' guacamole"" [sic] (salsa verde).

Sorry. Never again. For what it's worth, not a fan of the boxing chic either, but would have gotten past it if the food was any good.",2015-06-25,NEGATIVE,0.9989558458328247
8QJTzIaR5FceGds8HBSIig,Barrio Brewing,Tucson,AZ,5,This place is great! The tacos are so delicious!  The beer was fabulous! We went here with friends and had a blast! You need to eat here!,2016-05-21,POSITIVE,0.9998732805252075
wa_bwyY57etHjtJ2Fw0E3g,Pita Jungle,Tucson,AZ,1,"If you want a hamburger or steak this isn't your joint.

So going to Pita Jungle was not my choice but my soon to be in-law's choice.  The patio is great to sit outside when it gets cooler out, it's laid back atmosphere is very much vegan- tree hugger.  I guess If you like veggies and healthy stuff this is your place to go. Personally me I'm a meat and potato type of gal who isn't your typical ""I'll order a salad and water"" 

The prices are very reasonable and from what others ordered it appeared the deep friend cauliflower was amazing.",2011-09-28,POSITIVE,0.9916768074035645
RuEIK45gBF5iDbYoSa9tOA,The Underground Tap & Grill,Edmonton,AB,4,"I've been going here for dinner and drinks with friends on Monday nights for quite some time and it's definitely become my regular pub of choice, due in part to these friends who go here frequently. As a non-drinker (for the most part), I am mostly concerned with the food quality, which is excellent! I adore their food specials for special events such as holidays (the Canada Day specials were delicious for example in 2014, as was the St. Patrick's Day special). The soups are consistently unusual but good. The Monday night steak special with all you can eat sides is a consistent favorite for our group.

My friends really enjoy trying the great drinks from their 72 taps and other drink menu, and I happen to like having a blueberry tea here on occasion, though it's rare to see me drink alcohol. We love the service we get when we come here!

Don't forget to order a yummy dessert if you do eat here: the tapioca dessert is especially good as is the Bailey's Creme Brulee and the Chocolate lava cake.",2014-07-01,POSITIVE,0.9997695088386536
_8JrzxWYNODeyo2rDCR_IQ,Dolan's Irish Pub,Burlington,NJ,5,"Dolan's has been great recently. I can see some things have changed, service is much better, crowds are bigger, food has been consistently good from the kitchen. They have updated their happy hour and food specials, all great things! Servers and bartenders have been in much better spirits. I love coming here again. Stop in and try it out. Recommended: garlic parm wings, homemade chips with cayenne ranch, pulled pork when available, and burger with egg. Thanks for getting on the right track. 

Also, live music Fridays and Saturdays... Usually really good acts. Sometimes a lil loud, but I don't mind that too much.",2015-12-06,POSITIVE,0.999087929725647
uvQQlr5ye4ReQTxuyB7kCA,Poseidon,New Orleans,LA,5,"Very good.. The 5 stars are for the food and proximity to my hotel( right across the street). Ordered the charboilied oysters, very flavorful and reasonably priced. Also, the calamari was nicely battered and not chewy. We also ordered a spider sushi roll that was to die for! ( expect to wait a bit for the for the food, fyi) Overall very good experience..",2016-06-14,POSITIVE,0.999537467956543
LPCelCpWQgeiya-4WdtPOQ,Great Clips,Tampa,FL,1,"When I'm having haircut cause it's wet it looks good but after I had a shower all it was uneven. I'm really disappointed for this haircut. I asked the lady to make an even length on top, but it was totally uneven and sad about my haircut. It doesn't worth to spend $14 here, rather I would suggest the other Great Clips. Soooo disappointed",2018-01-22,NEGATIVE,0.9995120763778687
g0P142xWZpgrbEvrFUpCxQ,Goodwill Superstore,Brandon,FL,4,"I absolutely love this Goodwill location. It's such a large facility and in surprised and how organized all of the departments stay. This location is even stocked with their own merchandise, mostly household cleaning supplies though.  
Around the right side of the building is a drive-thru drop off lane. The employees will come out to your car and provide a receipt if you need one so you never need to get out of your car.",2016-05-19,POSITIVE,0.9994947910308838
S7qVBYA8wpvfbJqmouoBZQ,Once Upon A Child Brandon,Brandon,FL,2,"The service was nice at check out but some of the employees barrel through the store with out anything close to an ""Excuse me."" So over all, I give the customer service a 3. The items that they had were generally of decent quality. However, the prices aren't really that great. There was a faux leather jacket with a gaping hole in the arm and they still had it priced at 15.00. Some of the toys were obviously dollar tree buys were priced at 2.99. Yes, you can buy a real polo here for around 7.99, about half the price you'd pay the mall, However, I can go down the street to the salvation army and buy a real kids polo for 1.99. If you have a list of clothing that you need this place would be great as t hey have a huge selection and you'll probably find what you're looking for, but if your just browsing for a deal try the regular thrift stores or yard sales. They are hit and miss but the prices are better. Overall I give the prices a 2. The store was pretty clean an organized and I'll give that a 4.",2013-10-06,NEGATIVE,0.9949931502342224
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,4,"Food is excellent. I think it's the best greek food I have had in the city. My only complaint and the reason for 4 stars is the noise level. It's rather loud, and difficult to have a conversation. Otherwise, always be sure to make reservations - this place gets packed at night and on weekends. Try to go during off-peak times to avoid the noise. Amazing food, and love that it's BYO.",2011-06-30,POSITIVE,0.9990622401237488
AcAT1O_gxk_RH8nzEoHwdg,Nola Tan,New Orleans,LA,1,"Had appointment at NOLA Tan since January 16th for a spray tan before a very important dinner engagement and cruise the next day. My appointment  was for Feb  3rd at 1:00. I got a call at 10:00 that morning canceling my appt. Immediately got on the internet and found the BEST spray tan place. SALON D NOLA on Burgundy Street. They were extremely nice, quick and very efficient. 
I would DEFINITELY  RECOMMEND  SALON D NOLA for you spray tan or hair needs.",2018-02-03,POSITIVE,0.9981231093406677
G6LoNkTHopeCB8mg1mG8Rw,Popeyes Louisiana Kitchen,Antioch,TN,1,"The staff here is SO RUDE!!!!! 
Lady had asked me ""what you want?"" She wasn't even looking at me so I assumed so wasn't talking to me. Then she looked at me and said it again. There was no thank you not even a smile or nothing. The entire time I was ordering ""Shundra"" didn't look up at me one time. The only thing she kept saying was ""yup, yup,yup""  with an attitude like that you shouldn't be working with the public!!! 
Only giving it 1 star because the food was good.",2016-03-07,NEGATIVE,0.993607759475708
I2CxrvM0BGH1svfxqGGD2g,M.L.Rose Craft Beer & Burgers - Melrose,Nashville,TN,5,"1st time here.  Excellent experience!  Kayla, our server, was terrific!  My husband tried a few different beers to go with his brisket wrap.  He liked them all!  
I had the grilled cheese w/homemade tomato soup with homemade chips.  Awesome!!!  
Will come back and try the burgers which they strive for the best!

Staff was friendly & attentive.  Clean facilities.  Better than the average bar.",2016-02-11,POSITIVE,0.9996435642242432
CmjvsiafnWH60fuYz2LCmA,Orange Tint and Graphics,Tampa,FL,5,An amazing job as usual. This is the 4th car they have tinted for me and every time it is top notch. The waiting area is comfortable and the staff is great. The pricing is very reasonable and when compared to what the dealer wanted it is a great deal. This is the only place I trust to tint my windows!!!,2015-10-25,POSITIVE,0.9931222796440125
2YOLYLqNr-KOsPQVjTtYjQ,JOANN Fabrics and Crafts,Saint Petersburg,FL,1,Customer service is not a priority at this location.   Waiting to check out while the only cashier rearranges nearby shelves for 2 minutes (timed it).  Always grab number to have fabric cut before you select the fabric (cuts some wait time).   The employees seem to be more interested in each other's activities than serving the customer.,2015-09-25,NEGATIVE,0.9991105198860168
H3JjbID9Zhukpqr9uupHAA,Jackson's Bar & Bistro - Nashville,Nashville,TN,5,"Jackson's is the go-to option for my wife and I. Buffalo Feathers. That is the only small plate with which you should concern yourself. They're that good.

I've had just about everything on their menu- the most memorable dishes being the Hangover Omelet, the Shrimp and Grits, and my absolute favorite, the Pimento Cheeseburger. So rich, so delicious. Well cooked, well seasoned, and served on a Provence bun. Amazing.

My wife always orders the Cajun Alfredo Pasta. Always.",2014-10-12,POSITIVE,0.9997685551643372
GBTPC53ZrG1ZBY3DT8Mbcw,Luke,New Orleans,LA,4,"Fabulous service, nice menu offerings - the shrimp and grits was very tasty.  I appreciated how the water glass was kept full throughout the meal and when they ran out of the local beer I was drinking, I feel like the waitress went out of her way to bring me other options to taste so that could make a decision on what to drink.  She had a several options and that went a long way to my satisfaction.  We had 5 for dinner and all had great meals!!",2018-05-10,POSITIVE,0.9997027516365051
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,New Orleans,LA,3,"Beautiful indoor/outdoor café. Had the privilege of sitting on the second tier above the restaurant. We had a sight of Bourbon Street and the sweet soulful sounds of classic jazz.  Their beignets are better then the popular touristy competitor. This place is an oasis and adds charm to the notorious Bourbon Street. Sadly,the shrimp po boy was a let down. It was obviously not fresh, and better shrimp can be found at a local Popeyes.",2016-02-24,POSITIVE,0.9976420998573303
VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice - Rittenhouse,Philadelphia,PA,5,"Ignore all the negative reviews,  especially from the people who haven't actually eaten there! My husband and I ate there with two other couples and stopped by an hour early to drop off our BYOB, and they were happy to hold our wine and beer while we walked around town. The service was friendly and attentive and the food was so good. We shared many appetizers and a couple of entrees and our bill was still under $100 for 6 people! We will definitely be back and I would highly recommend!",2018-02-25,POSITIVE,0.9998176693916321
r7E8H-n2DXiKouAsLKAo6A,Sterling Optical - Cross Key Commons,Turnersville,NJ,1,"If zero stars was an option I would choose that!  

The doctor here LIED and told my wife and I that our current contact lens brand was discontinued.  It was not discontinued he just wanted to push a newer, ""better"" version on us which we both told him we did not like after we had tried it.  So after suffering through these awful, and more expensive lenses for over a year we did our research and realized we should have caught this from the beginning and left then.  Shame on us, but I hope this can save someone from the same mistake.

When I called the office to request my current and old prescription numbers so we could make a switch the receptionist was extremely rude.  She then proceeded to tell me that I had made a decision to change contact brands.  I laughed and then explained that in reality the Dr. had lied in order to forced me into this decision, and furthermore I really disliked the way I was being spoken to and simply wanted to get my prescriptions so that we never had to speak again.  I believe she understood at this point and shut up.

I would never recommend anyone to this office.",2015-12-21,NEGATIVE,0.9983370304107666
geUiM_VTRmUz6dViO7E-jg,Brixx Wood Fired Pizza,Fishers,IN,5,"Vegans, rejoice! The vegan options here are as expansive as could be with some surprising options and with no extra cost! (Where's the last place you've had cantaloupe on a pizza?)

The staff was incredibly friendly even late into the night and Amanda wasn't slacking serving up the cold brews as well as cold Abita root beer from behind the bar. This place will definitely be a weekly stop.",2015-09-13,POSITIVE,0.993133008480072
q72up2Av5yNNVPk7vdKg9w,The Egg & I,Carmel,IN,3,"I have to agree with my husband on this but I more on the higher side of 3.5 stars. I am leaning more on the high end because I was pleasantly surprised by my meal. I tend to be leery of breakfast joints of that nature because the service is usually average as well as the food and then the price is ridiculous for the quality. So I didn't have high hopes unfortunately. 

BUT my meal was incredible. I ordered ordered the Huevos Rancheros and was very pleased, it was superb. Loved the pork green chili and the side potatoes. But the service was slow and inattentive. I prefer to base most of my reviews on food alone but I couldn't here, if they step the professionalism of the waitstaff I would be happy to try more menu item but otherwise it was just A-OK.",2014-06-30,POSITIVE,0.9994776844978333
h2nBTqJVHAyltyeq7sZZ-w,Blueplate,Mullica Hill,NJ,4,We came for breakfast and everything was excellent. They even made my son a special Mickey Mouse pancake which was great. The breakfast meats were especially delicious. I would have given them 5 stars but the service was a bit slow and they didn't seem that busy. I will definitely be going back soon!,2014-07-14,POSITIVE,0.9968478083610535
EMzQIuFn8XWVgYbuoR4JDA,Garbonzo's Pizza,Meridian,ID,2,"Good pizza/Bad service
I'm new in town and decided to order some pizza for delivery while we unpack. 
Not knowing where to get the best slice around, I turned to Yelp to read reviews. 
Common theme with this place was while the pizza was good, the service was not so good. 
Took a shot and right out of the gate experienced the poor customer service. 
With my pizza I ordered something called ""monkey bread"". The menu online only lists one kind of ""monkey bread""-garlic and parmesan. 
When the food arrives I open the ""monkey bread"" and find bread knots with cinnamon and frosting......
So I call back thinking I had mistakenly gotten something from another customer's order. 
Turns out there are two types of ""monkey bread"" and I ended up with something I didn't want. 
They offered to give us a free ""monkey bread"" the next time we ordered from them or would give us one now if WE DROVE THERE to pick it up!!!!!
Are you kidding??! I've got hot pizza that you just delivered and I'm supposed to let it get cold driving to your restaurant to fix something you screwed up???!!!
How in the world could we have known there was another kind of ""monkey bread"" if it's not listed on the menu??!!! 
It was their responsibility to clarify when they took the order. 
Not sure if the owner reads or cares about the reviews online.....
Doesn't seem that way.....
It's a shame because the pizza was pretty good. 
Had they just said ""we'll make this right and bring you the garlic and parmesan in a few"" they would've had a new long-time customer (and we have three kids so pizza is a staple in our home!). 
Instead I'll be ordering from the competition next time. 
Now I'll be looking for good pizza AND good service from another place because I'm sure not going to find it here.",2016-12-04,NEGATIVE,0.9993218183517456
vN6v8m4DO45Z4pp8yxxF_w,Surrey's Café & Juice Bar,New Orleans,LA,4,"This is a great little brunch place near the WWII museum. We had a 20-30 minute wait, but it was worth it. I had the crab omelette and Julianna the breakfast grits. Julianna's was by far the best, but we enjoyed both very much.",2016-12-19,POSITIVE,0.999800980091095
sdFJSq-EgmtplIwUamRwTQ,Bayou Burger & Sports Company,New Orleans,LA,4,"Arrived late in town and this was the perfect spot for a reasonably priced, quick meal. My husband had a double burger with a grilled cheese in the middle! I had a zydeco dog, both we good. It was quite loud, but the NCAA games were on. Definitely worth a stop in if you are looking for a good, decent priced burger.",2014-04-01,POSITIVE,0.9991807341575623
1aj1hnqPt3rqoB8tVRHLEA,Hotel Monteleone,New Orleans,LA,5,"Honestly the staff was SO friendly here Alyssa Richardson, Kelly Childress, Parker and Brandon from the carrousel bar are the BOMB.COM. They all deserve the world, so personable, such good attitudes and just all around great staff. I definitely recommend accommodations here just because of them. 

Xoxo D & Jay",2017-10-02,POSITIVE,0.999035120010376
5GQPM14khrarsrlID5s2LA,Walgreens,Green Valley,AZ,2,The pharmacy is awful. They make mistakes on quantities of pills and prices and are rude when you question them. They don't know what OTC  products they have only 10 feet away from the rx counter.,2018-05-09,NEGATIVE,0.9996846914291382
69MquJNC3BpgOZvHtutZ-w,Catrina's,Edwardsville,IL,1,Not only is the food bland but there are no changing tables in the restroom. It's terrible to have to change your child's diaper on the floor.  I won't be back and I will spread the word.,2017-04-22,NEGATIVE,0.9665048718452454
T-uphPk44OFt6sR8F-0uHA,Iron Hill Brewery & Restaurant,Voorhees,NJ,5,"This place is amazing. Service is always friendly, and I don't think I've ever waited longer than 15 minutes to be seated. I always order the filet, and it's well worth it!",2017-08-29,POSITIVE,0.999879002571106
61YkH57gZYrRk1R5-P-AxA,Kebab Express,Edmonton,AB,1,"We had the worst experience there. 15 mintues after we order our food ahe is back to see if we want fries instead of rice cuase the rice is old....
Which we said no. 30 minutes later she is back with our food.",2017-02-19,NEGATIVE,0.9994346499443054
6x6rR-SErwOo3xF2AzXVHA,Newfields: A Place for Nature and the Arts,Indianapolis,IN,2,"We are (were) annual summer visitors that come to Indianapolis expressly for the IMA. Until this year the IMA had free admission, $5.00 parking and an excellent cafe. It still has a lovely encyclopedic collection of art from Neolithic times up to the mid 20th century, in the mid-western American art museum style. Lots of marble, excellent 19th century pieces including all the stars, Van Gogh, Monet, Renoir etc. and a noteworthy collection of early 20th century American art featuring memorable works by Georgia O'keefe and Edward Hopper, among others. The grounds are attractive with nice gardens and an excellent cafe, which we always ate at to support the museum. This year things changed. I gave IMA three dollar signs because their new entrance fee of $18.00 per person makes this one of the most expensive, and therefore inaccessible, art museums in the country. The operation of the cafe has been outsourced to a catering company, adding the costs of a profit hungry middle-man to both the museum and the patron. When the museum was free we paid a small fee to see an astonishing exhibition of Ai Weiwei's art, fresh from the Smithsonian and on its way to Los Angeles which I will always remember. Now you must pay more than it costs to visit the LACMA in CA  and only slightly more than the Met to see a solid permanent collection (Cincinnati [Free], Cleveland [Free] and Detroit [$12.50] are better, Toledo [Free] is equal) featuring special exhibitions one might expect to find in the Evansville town hall. We will miss IMA.",2015-09-26,POSITIVE,0.9998111128807068
